,link,name,user rating,Price,Sales Package,Model Number,Part Number,Model Name,Series,Color,Type,Suitable For,Power Supply,Battery Cell,MS Office Provided,Dedicated Graphic Memory Type,Dedicated Graphic Memory Capacity,Processor Brand,Processor Name,Processor Generation,SSD,SSD Capacity,RAM,RAM Type,Processor Variant,Clock Speed,Expandable Memory,Cache,Graphic Processor,Number of Cores,OS Architecture,Operating System,Supported Operating System,Mic In,USB Port,HDMI Port,Touchscreen,Screen Size,Screen Resolution,Screen Type,Speakers,Internal Mic,Sound Properties,Wireless LAN,Bluetooth,Dimensions,Weight,Disk Drive,Finger Print Sensor,Keyboard,Backlit Keyboard,Additional Features,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,Ethernet,Web Camera,Pointer Device,Included Software,Battery Backup,Chipset,Memory Slots,RAM Frequency,RJ45,Sound Chip,Brightness,Laptop Bag,Other Accessories,International Warranty,Wireless WAN,Recovery Options,RPM,Hardware Interface,Face Recognition,System Architecture,Refresh Rate,Antivirus,Multi Card Slot,Lock Port,NFC Support,HDD Capacity,Stylus Included,TGP,VGA Port,Color Gamut,Security Chip,Inbuilt 4G LTE,Cloud Storage,S-video,Dock Port,Firewire Port,RJ11,Read/Write Speed,EMMC Storage Capacity,Optane Memory
371,https://www.flipkart.com/dell-inspiron-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-3511-thin-light-laptop/p/itmb03137e77afe7?pid=COMG9NYD3C9ZVGPX&lid=LSTCOMG9NYD3C9ZVGPXQXEP6S&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_16_372&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=f51b6cd3-1404-4d21-812c-a42d9e1b53b5.COMG9NYD3C9ZVGPX.SEARCH&ssid=qvfrboeed9l5dgxs1653221395801,"DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop  (15.6 inch, Platinum Silver, 1.8 kg, With MS Office)",3.9,"?61,490","Laptop, Battery, Adapter, Cables and User Manuals",Inspiron 3511,D560652WIN9S,Inspiron 3511,Inspiron,Platinum Silver,Thin and Light Laptop,Everyday Use,,3 Cell,Yes,,,Intel,Core i5,11th Gen,Yes,512 GB,8 GB,DDR4,1135G7,2.4 GHz Upto Max Turbo Frequency at 4.2 GHz,16 GB,8 MB,Intel Integrated UHD,4,64 bit,Windows 11 Home,Windows 11 Home,Yes,"2 x USB 3.2 Gen 1 ,1 x USB 2.0",1 x HDMI 1.4,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,Full HD WVA AG Narrow Border,Yes,Yes,Waves Maxx Audio Pro,802.11ac,v5.0,358 X 235 x 18.9 mm,1.8 kg,Not Available,No,English International Backlit Keyboard,Yes,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,Available,HD,Touchpad,,Upto 7 hours,,2,2666 MHz,No,,,No,,,,,,M.2 SATA,,64 bit,,McAfee,"1 x SD Media Card Reader (SD, SDHC, SDXC)",Kensington Lock Port,,,,,No,,,,,,No,No,No,NA,,
372,https://www.flipkart.com/dell-inspiron-ryzen-7-octa-core-5700u-16-gb-512-gb-ssd-windows-11-home-7415-2-1-laptop/p/itm3ee6116cc4a3c?pid=COMG9NYDG58ZZVZZ&lid=LSTCOMG9NYDG58ZZVZZWFVROJ&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_16_373&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=f51b6cd3-1404-4d21-812c-a42d9e1b53b5.COMG9NYDG58ZZVZZ.SEARCH&ssid=qvfrboeed9l5dgxs1653221395801,"DELL Inspiron Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 7415 2 in 1 Laptop  (14 inch, Pebble Green, 1.56 Kg, With MS Office)",4.7,"?84,990","Laptop, Battery, Adapter, Cables and User Manual",Inspiron 7415,D560635WIN9P,,Inspiron,Pebble Green,2 in 1 Laptop,Processing & Multitasking,,4 Cell,Yes,,,AMD,Ryzen 7 Octa Core,,Yes,512 GB,16 GB,DDR4,5700U,1.8 GHz Upto Max Turbo Frequency at 4.3 GHz,16,8,AMD Radeon,8,64 bit,Windows 11 Home,,Yes,"2 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 1 Type-C with Power Delivery and Video",1 x HDMI Port (v1.4),Yes,35.56 cm (14 inch),1920 x 1080 Pixels,Full HD WVA Truelife Touch 60Hz Narrow Border Display with Dell Active Pen,Built-in Speaker,Built-in Microphone,Waves Maxx Audio Pro,Intel Wi-Fi 6 AX200 (2x2) Wi-Fi,v5.1,16.32 - 17.95 x 321 x 211,1.56 Kg,Not Available,Yes,Backlit Keyboard,Yes,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Accidental Damage,1 Year,,HD Webcam,Touchpad and Active Pen,Microsoft Office Home and Student 2021,Upto 12 Hours,,2,3200 MHz,Yes,,,No,,,,,,M.2 SATA,,64,,McAfee,1 x SD-card Slot,Kensington Lock Port,,,,,,,,,,,,,,,,
373,https://www.flipkart.com/dell-inspiron-ryzen-3-dual-core-3250u-8-gb-1-tb-hdd-windows-11-home-3515-thin-light-laptop/p/itm93d48c11c95c3?pid=COMG9NYDH5AHVZHJ&lid=LSTCOMG9NYDH5AHVZHJQB2HFK&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_16_374&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=f51b6cd3-1404-4d21-812c-a42d9e1b53b5.COMG9NYDH5AHVZHJ.SEARCH&ssid=qvfrboeed9l5dgxs1653221395801,"DELL Inspiron Ryzen 3 Dual Core 3250U - (8 GB/1 TB HDD/Windows 11 Home) Inspiron 3515 Thin and Light Laptop  (14.96 Inch, Platinum Silver, 1.8 Kgs, With MS Office)",3.4,"?39,490","Laptop, battery, adapter, cables and user manuals",Inspiron 3515,D560710WIN9S,Inspiron 3515,Inspiron,Platinum Silver,Thin and Light Laptop,"Everyday Use, Processing & Multitasking",,3,Yes,,,AMD,Ryzen 3 Dual Core,,No,,8 GB,DDR4,3250U,3.5,16,4,AMD Radeon Radeon Graphics,2,64 bit,Windows 11 Home,Windows 11,Yes,"2x USB 3.2 ,1x USB 2.0",1x HDMI 1.4,No,38.0 cm (14.96 Inch),1920 x 1080 Pixel,FHD WVA AG Narrow Border,Yes,Yes,Waves Maxx Audio Pro,802.11ac,v5.0,189 X 358 X 23.5 mm,1.8 Kgs,Not Available,,English International Non Backlit Keyboard,No,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Accidental Damage,1 Year,Yes,Yes,Touchpad,,Upto 7 hours,,2,2400 MHz,Yes,,,,,,,,5400,NA,,64,,,1x SD Media Card Reader,Kensington Lock Port,,1 TB,,,,,,,,,,,,,,
374,https://www.flipkart.com/dell-inspiron-core-i3-10th-gen-8-gb-512-gb-ssd-windows-11-home-3511-thin-light-laptop/p/itmd532a28762bc4?pid=COMG9NYDHKR6PZ8W&lid=LSTCOMG9NYDHKR6PZ8W7CCKJQ&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_16_375&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=f51b6cd3-1404-4d21-812c-a42d9e1b53b5.COMG9NYDHKR6PZ8W.SEARCH&ssid=qvfrboeed9l5dgxs1653221395801,"DELL Inspiron Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop  (15.6 inch, Platinum Silver, 1.8 kg, With MS Office)",4.3,"?47,990","Laptop, battery, adapter, cables and user manuals",Inspiron 3511,D560724WIN9SE,Inspiron 3511,Inspiron,Platinum Silver,Thin and Light Laptop,Everyday Use,,3 cell,Yes,,,Intel,Core i3,10th Gen,Yes,512 GB,8 GB,DDR4,1005G1,1.2 GHz upto max turbo frequency at 3.4 Ghz,Upto 16 GB,4M,Intel Integrated UHD,2,64 bit,Windows 11 Home,Windows 11,Yes,"2 x USB 3.2 Gen1 ,1 x USB 2.0",1x HDMI 1.4 port,No,39.62 cm (15.6 inch),1920 x 1080 pixel,Full HD WVA AG Narrow Border,Yes,Yes,Waves Maxx Audio Pro,802.11ac,v5.0,358 x 235 x 18.9 mm,1.8 kg,Not Available,No,English International Backlit Keyboard,Yes,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Accidental Damage,1 Year,Available,HD,Touchpad,Office Home and Student 2021,Upto 7 hours,,2,2666 MHz,No,,,,,,,,,M.2 SATA,,,,McAfee,"1 x SD Media Card Reader (SD, SDHC, SDXC)",Kensington Lock Port,,,,,,,,,,,,,,,,
375,https://www.flipkart.com/dell-inspiron-ryzen-5-quad-core-3450u-8-gb-1-tb-hdd-256-gb-ssd-windows-11-home-3515-thin-light-laptop/p/itmcc5a424eb1275?pid=COMG9NYDZ2ZTSAUD&lid=LSTCOMG9NYDZ2ZTSAUDIJ1XCN&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_16_376&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=f51b6cd3-1404-4d21-812c-a42d9e1b53b5.COMG9NYDZ2ZTSAUD.SEARCH&ssid=qvfrboeed9l5dgxs1653221395801,"DELL Inspiron Ryzen 5 Quad Core 3450U - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Inspiron 3515 Thin and Light Laptop  (15.6 Inch, Platinum Silver, 1.8 Kgs, With MS Office)",3.9,"?58,000","Laptop, battery, adapter, cables and user manuals",Inspiron 3515,D560706WIN9S,Inspiron 3515,Inspiron,Platinum Silver,Thin and Light Laptop,"Everyday Use, Processing & Multitasking",,3,Yes,,,AMD,Ryzen 5 Quad Core,,Yes,256 GB,8 GB,DDR4,3450U,3.5,16,4,AMD Radeon VEGA GRAPHICS,4,64 bit,Windows 11 Home,Windows 11,Yes,"2x USB 3.2 Gen1, 1x USB 2.0",1x HDMI 1.4 port,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,FHD WVA AG Narrow Border,Yes,Yes,Waves Maxx Audio Pro,802.11ac,v5.0,189 X 358 X 23.5 mm,1.8 Kgs,Not Available,,English International Backlit Keyboard,Yes,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Accidental Damage,1 Year,Yes,Yes,Touchpad,,Upto 7 hours,,2,2666 MHz,Yes,,,,,,,,5400,M.2 SATA,,64,,,1x SD Media Card Reader,Kensington Lock Port,,1 TB,,,,,,,,,,,,,,
376,https://www.flipkart.com/dell-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-inspiron-5410-2-1-laptop/p/itmf3041caed9cfd?pid=COMG9ETAX7DGSJSW&lid=LSTCOMG9ETAX7DGSJSWOPWABT&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_16_377&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=f51b6cd3-1404-4d21-812c-a42d9e1b53b5.COMG9ETAX7DGSJSW.SEARCH&ssid=qvfrboeed9l5dgxs1653221395801,"DELL Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 5410 2 in 1 Laptop  (14 inch, Platinum Silver, 1.5 kg, With MS Office)",4.2,"?60,490","Laptop, Active Pen, battery, adapter, cables and user manuals",Inspiron 5410,D560625WIN9S/D560814WIN9S,Inspiron 5410,,Platinum Silver,2 in 1 Laptop,Processing & Multitasking,,3 cell,Yes,,,Intel,Core i3,11th Gen,Yes,512 GB,8 GB,DDR4,1125G4,2.0 GHz upto max turbo frequency at 3.7 Ghz,16,8M,Intel Integrated UHD,2,64 bit,Windows 11 Home,Windows 11 Home,Yes,"2 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 2 Type-C with PowerDelivery and Video",1 x HDMI Port (v1.4),Yes,35.56 cm (14 inch),1920 x 1080 pixel,Full HD WVA Truelife Touch Narrow Border 60Hz,Yes,Yes,Waves Maxx Audio Pro,Intel Wi-Fi 6 2x2 (Gig+),v5.1,321 x 211 x 18.3 mm,1.5 kg,Not Available,Yes,Backlit Keyboard,Yes,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Accidental Damage,1 Year,,HD,Touchpad and Active Pen,Office Home and Student 2021,Upto 6 hours,,2,3200 MHz,,,,No,,,,,,M.2 SATA,,,,McAfee,1 x Micro SD card reader,Kensington Lock Port,,,,,,,,,,,,,,,,
377,https://www.flipkart.com/dell-inspiron-core-i5-11th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-11-home-3511-thin-light-laptop/p/itmb646946a869dd?pid=COMG9NYDTTRAZBHP&lid=LSTCOMG9NYDTTRAZBHPA4MM01&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_16_378&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=f51b6cd3-1404-4d21-812c-a42d9e1b53b5.COMG9NYDTTRAZBHP.SEARCH&ssid=qvfrboeed9l5dgxs1653221395801,"DELL Inspiron Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) INSPIRON 3511 Thin and Light Laptop  (15.6 inch, Platinum Silver, 1.8 kg, With MS Office)",4.2,"?61,970","Laptop, battery, adapter, cables and user manuals",INSPIRON 3511,D560723WIN9S,Inspiron 3511,Inspiron,Platinum Silver,Thin and Light Laptop,Everyday Use,,3 cell,Yes,,,Intel,Core i5,11th Gen,Yes,256 GB,8 GB,DDR4,1135G7,2.4 GHz upto max turbo frequency at 4.2 Ghz,Upto 16 GB,8M,Intel Integrated UHD,4,64 bit,Windows 11 Home,Windows 11,Yes,"2 x USB 3.2 Gen1 ,1 x USB 2.0",1x HDMI 1.4 port,No,39.62 cm (15.6 inch),1920 x 1080 pixel,Full HD WVA AG Narrow Border,Yes,Yes,Waves Maxx Audio Pro,802.11ac,v5.0,358 x 235 x 18.9 mm,1.8 kg,Not Available,No,English International Backlit Keyboard,Yes,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Accidental Damage,1 Year,Available,HD,Touchpad,Office Home and Student 2021,Upto 7 hours,,2,2666 MHz,No,,,,,,,,,M.2 SATA,,,,McAfee,"1 x SD Media Card Reader (SD, SDHC, SDXC)",Kensington Lock Port,,1 TB,,,,,,,,,,,,,,
378,https://www.flipkart.com/dell-ryzen-3-dual-core-3250u-8-gb-256-gb-ssd-windows-10-inspiron-3515-thin-light-laptop/p/itm26c95a2c25894?pid=COMG97ARZERAZQ4P&lid=LSTCOMG97ARZERAZQ4PDQXK8B&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_16_379&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=f51b6cd3-1404-4d21-812c-a42d9e1b53b5.COMG97ARZERAZQ4P.SEARCH&ssid=qvfrboeed9l5dgxs1653221395801,"DELL Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 10) Inspiron 3515 Thin and Light Laptop  (15.6 inch, Platinum Silver, 1.8 kg, With MS Office)",3.7,"?39,390","Laptop, battery, adapter, cables and user manuals",Inspiron 3515,D560524WIN9S,Inspiron 3515,,Platinum Silver,Thin and Light Laptop,Everyday Use,,3 cell,Yes,,,AMD,Ryzen 3 Dual Core,,Yes,256 GB,8 GB,DDR4,3250U,2.6 GHz to max turbo frequency at 3.5 Ghz,,4M,AMD Radeon AMD,2,64 bit,Windows 10,Windows10,Yes,"2 x USB 3.2 Gen 1, 1 x USB2.0",1 x HDMI 1.4 port,No,39.62 cm (15.6 inch),1920 x 1080 pixel,Full HD Anti Glare,Yes,Yes,Waves Maxx Audio Pro,802.11ac,v5.0,358 x 235 x 18.9 mm,1.8 kg,Not Available,No,English International Non Backlit Keyboard,No,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Accidental Damage,1 Year,,Yes,,Office Home and Student 2019,Upto 7 hours,,2,2400 MHz,Yes,,,No,,,,,,M.2 SATA,,,,,"1 x SD Media Card Reader (SD, SDHC, SDXC)",,,,,,,,,,,,,,,,,
379,https://www.flipkart.com/dell-inspiron-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-5410-2-1-laptop/p/itm190ba2950d03f?pid=COMG9ETAZBZHZXR7&lid=LSTCOMG9ETAZBZHZXR7TEFPAX&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_16_380&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=f51b6cd3-1404-4d21-812c-a42d9e1b53b5.COMG9ETAZBZHZXR7.SEARCH&ssid=qvfrboeed9l5dgxs1653221395801,"DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 5410 2 in 1 Laptop  (14 Inch, Platinum Silver, 1.50 Kgs, With MS Office)",4.4,"?71,990","Laptop, Active Pen, battery, adapter, cables and user manuals",Inspiron 5410,D560668WIN9S,Inspiron 5410,Inspiron,Platinum Silver,2 in 1 Laptop,Processing & Multitasking,,3,Yes,,,Intel,Core i5,11th Gen,Yes,512 GB,8 GB,DDR4,1155G7,4.5,16,8,Intel Integrated Iris Xe Graphics,4,64 bit,Windows 11 Home,Windows 11,Yes,"2 x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 2 Type-C",1 x HDMI Port,Yes,35.56 cm (14 Inch),1920 x 1080 Pixel,"FHD WVA Truelife Touch Narrow Border 60Hz, Dell Active Pen",Yes,Yes,Waves Maxx Audio Pro,Intel Wi-Fi 6 2x2 (Gig+),v5.1,183 X 321 X 21.1 mm,1.50 Kgs,Not Available,Yes,Backlit Keyboard,Yes,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Accidental Damage,1 Year,,HD,Touchpad and Active Pen,,Upto 6 hours,,2,3200 MHz,,,,,,,,,,M.2 SATA,,64,,,1 x Micro SD card reader,Kensington Lock Port,,,,,,,,,,,,,,,,
380,https://www.flipkart.com/dell-inspiron-pentium-quad-core-4-gb-256-gb-ssd-windows-11-home-3000-thin-light-laptop/p/itm847e3d2dd6893?pid=COMG9NYDCYQRJ7CG&lid=LSTCOMG9NYDCYQRJ7CGYJJP50&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_16_381&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=f51b6cd3-1404-4d21-812c-a42d9e1b53b5.COMG9NYDCYQRJ7CG.SEARCH&ssid=qvfrboeed9l5dgxs1653221395801,"DELL Inspiron Pentium Quad Core - (4 GB/256 GB SSD/Windows 11 Home) Inspiron 3000 Thin and Light Laptop  (15.6 inch, Carbon Black, 1.8 kg, With MS Office)",4.3,"?36,000","Laptop, battery, adapter, cables and user manuals",Inspiron 3000,D560717WIN9B,Inspiron 3510,Inspiron,Carbon Black,Thin and Light Laptop,Everyday Use,,3 cell,Yes,,,Intel,Pentium Quad Core,,Yes,256 GB,4 GB,DDR4,N5030,1.1 GHz upto max turbo frequency at 3.1 Ghz,Upto 16 GB,4M,Intel Integrated UHD,4,64 bit,Windows 11 Home,Windows 11,Yes,"2 x USB 3.2 Gen1 ,1 x USB 2.0",1x HDMI 1.4 port,No,39.62 cm (15.6 inch),1920 x 1080 pixel,HD AG Narrow Border,Yes,Yes,Waves Maxx Audio Pro,802.11ac,v5.0,358 x 235 x 18.9 mm,1.8 kg,Not Available,No,English International Non Backlit Keyboard,No,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Accidental Damage,1 Year,Available,HD,Touchpad,Office Home and Student 2021,Upto 7 hours,,2,2666 MHz,Yes,,,,,,,,,M.2 SATA,,,,McAfee,"1 x SD Media Card Reader (SD, SDHC, SDXC)",Kensington Lock Port,,,,,,,,,,,,,,,,
381,https://www.flipkart.com/dell-vostro-core-i3-11th-gen-4-gb-1-tb-hdd-256-gb-ssd-windows-11-home-3400-thin-light-laptop/p/itm14450266ed302?pid=COMG9NYDDNC7SQ7Z&lid=LSTCOMG9NYDDNC7SQ7ZLU3XXG&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_16_382&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=f51b6cd3-1404-4d21-812c-a42d9e1b53b5.COMG9NYDDNC7SQ7Z.SEARCH&ssid=qvfrboeed9l5dgxs1653221395801,"DELL Vostro Core i3 11th Gen - (4 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Vostro 3400 Thin and Light Laptop  (14 inch, Accent Black, 1.59 Kg, With MS Office)",3,"?35,999","Laptop, Battery, Adapter, Cables and User Manuals",Vostro 3400,D552221WIN9BE,,Vostro,Accent Black,Thin and Light Laptop,"Everyday Use, Processing & Multitasking",,3 Cell,Yes,,,Intel,Core i3,11th Gen,Yes,256 GB,4 GB,DDR4,1115G4,1.7 GHz Upto Max Turbo Frequency at 4.1 GHz,16,6,Intel Integrated UHD,2,64 bit,Windows 11 Home,,Yes,"2 x USB 3.2 Gen 1, 1 x USB2.0, USB 3.2 Gen 1 Type-C with Data Transfer Only",HDMI 1.4,No,35.56 cm (14 inch),1920 x 1080 Pixels,Full HD WVA AG Narrow Border,Built-in Speaker,Built-in Microphone,Waves Maxx Audio Pro,802.11ac,v5.0,18.1 to 19.8 x 328 x 239,1.59 Kg,Not Available,No,English International Non Backlit Keyboard,No,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Accidental Damage,1 Year,Available,HD Webcam,Touchpad,Microsoft Office Home and Student 2021,Upto 10 Hours,,2,2666 MHz,Yes,,,No,,,,,5400,M.2 SATA,,64,,McAfee,"1 x SD Media Card Reader (SD, SDHC, SDXC)",Kensington Lock Port,,1 TB,,,,,,,,,,,,,,
382,https://www.flipkart.com/dell-inspiron-core-i5-11th-gen-8-gb-256-gb-ssd-windows-11-home-3511-thin-light-laptop/p/itm5efd21b303d68?pid=COMG9NYDPHZMCZEA&lid=LSTCOMG9NYDPHZMCZEAN4LYJI&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_16_383&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=f51b6cd3-1404-4d21-812c-a42d9e1b53b5.COMG9NYDPHZMCZEA.SEARCH&ssid=qvfrboeed9l5dgxs1653221395801,"DELL Inspiron Core i5 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) INSPIRON 3511 Thin and Light Laptop  (15.6 Inch, Carbon Black, 1.8 Kgs, With MS Office)",3.8,"?55,990","Laptop, battery, adapter, cables and user manuals",INSPIRON 3511,D560662WIN9BE,INSPIRON 3511,Inspiron,Carbon Black,Thin and Light Laptop,"Everyday Use, Processing & Multitasking",,3,Yes,,,Intel,Core i5,11th Gen,Yes,256 GB,8 GB,DDR4,1135G7,4.2,16,8,Intel Integrated UHD Graphics,4,64 bit,Windows 11 Home,Windows 11,Yes,"2x USB 3.2 ,1x USB 2.0",1x HDMI 1.4 port,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,FHD WVA AG Narrow Border,Yes,Yes,Waves Maxx Audio Pro,802.11ac,v5.0,189 X 358 X 23.5 mm,1.8 Kgs,Not Available,,English International Non Backlit Keyboard,No,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Accidental Damage,1 Year,Yes,HD,Touchpad,,Upto 7 hours,,2,2666 MHz,Yes,,,,,,,,,M.2 SATA,,64,,,1 x SD Media Card Reader,,,,,,,,,,,,,,,,,
383,https://www.flipkart.com/dell-inspiron-core-i3-11th-gen-8-gb-256-gb-ssd-windows-11-home-5410-2-1-laptop/p/itmd6965481fc0fc?pid=COMG9NYD9VSYJ8AR&lid=LSTCOMG9NYD9VSYJ8AR8MADZT&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_16_384&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=f51b6cd3-1404-4d21-812c-a42d9e1b53b5.COMG9NYD9VSYJ8AR.SEARCH&ssid=qvfrboeed9l5dgxs1653221395801,"DELL Inspiron Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) INSPIRON 5410 2 in 1 Laptop  (14 inch, Platinum Silver, 1.5 kg, With MS Office)",4.4,"?47,990","Laptop, battery, adapter, cables and user manuals",INSPIRON 5410,D560725WIN9SE,Inspiron 5410,Inspiron,Platinum Silver,2 in 1 Laptop,Processing & Multitasking,,3 cell,Yes,,,Intel,Core i3,11th Gen,Yes,256 GB,8 GB,DDR4,1125G4,1.7 GHz upto max turbo frequency at 3.7 Ghz,Upto 16 GB,8M,Intel Integrated UHD,2,64 bit,Windows 11 Home,Windows 11,Yes,"2 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 2 Type-C with PowerDelivery and Video",1x HDMI 1.4 port,Yes,35.56 cm (14 inch),1920 x 1080 pixel,Full HD WVA Truelife Touch Narrow Border 60Hz,Yes,Yes,Waves Maxx Audio Pro,Intel Wi-Fi 6 2x2 (Gig+),v5.1,321 x 211 x 18.3 mm,1.5 kg,Not Available,Yes,Backlit Keyboard,Yes,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Accidental Damage,1 Year,,HD,Touchpad,Office Home and Student 2021,Upto 6 hours,,2,3200 MHz,No,,,,,,,,,M.2 SATA,,,,McAfee,1 x SD-card slot,Kensington Lock Port,,,,,,,,,,,,,,,,
